customer_id,subscription_id,unique_user_id,mr_device_id,channel_call_letter,channel_name,channel_type,channel_subtype,program_id,program_name,normal_program_name,program_theme,program_subtheme,date_time_start,end_date_time,program_start,program_end,device_type_used,real_start_time,real_session_duration,global_op_name,service_name,day,audio_language,subs_language,mib_id,producer,distributor,service_source,service_subtype,session_type,global_op_id,service_type,capture_day
,,0b2e7ebee16b8da02f400edb81c9101ad462b9c16ba8f97c24affd9356ffd479,458059db29735e1e98c7963db8e60b8d1fd11657f295aef6af21110710ecf599,HDGLO,HDGLO,,,258822496,Bom Dia São Paulo,Bom Dia São Paulo,News,News,2020-12-15T09:02:15Z,2020-12-15T11:30:00Z,2020-12-15T09:00:00Z,2020-12-15T11:30:00Z,Mediaroom,2020-12-15T09:02:15Z,14365374,VIVO BRASIL,IpTv,2020-12-15,,,cdad01c81645970a1e6fb5feb01b01965bd6f03078db261f2050a1db2e2ec746,,,1,301,1,201,1001,2020-12-16
,,949e38854c6af0b7addae5740ae4bac8b54bfe2fe65c0f1873ea751cbab6a96f,d0a4b2124fb72531b73a5f7a8019fe977d5a9dd6cd3374a405b0c27572ca40de,HDGLO,HDGLO,,,258822496,Bom Dia São Paulo,Bom Dia São Paulo,News,News,2020-12-15T09:00:00Z,2020-12-15T09:26:37.251Z,2020-12-15T09:00:00Z,2020-12-15T11:30:00Z,Mediaroom,2020-12-15T05:26:15Z,14422251,VIVO BRASIL,IpTv,2020-12-15,,,23a3bd4ba824c4e9f1fd3d02185e5ac770f53f615581f79d4bd39387d0eaa5a4,,,1,301,1,201,1001,2020-12-16
,,8ad8e191a324617bec93bf6135a73426aeef34be6cfbabfa1f6a64dfd33baba6,33544be3af712e4260b6cc319c5667b6da920ee21d835a95135105a9cfbf4e08,HDGLO,HDGLO,,,258822496,Bom Dia São Paulo,Bom Dia São Paulo,News,News,2020-12-15T10:29:05Z,2020-12-15T10:53:27.765Z,2020-12-15T09:00:00Z,2020-12-15T11:30:00Z,Mediaroom,2020-12-15T10:29:05Z,1462765,VIVO BRASIL,IpTv,2020-12-15,,,35959c0e682622dbe68e6bcda3a8d2c3ad78ae121d9a4d2be9b21899e6d4d484,,,1,301,1,201,1001,2020-12-16
,,9218a31974b5d17825401decf381cc339032b6ad85b1f8e0e4281e55bd41b11d,0cae7d3b088412c2d43111c1e3d7824df457a60bc43b0570d09bb3988446ce9d,HDGLO,HDGLO,,,258822496,Bom Dia São Paulo,Bom Dia São Paulo,News,News,2020-12-15T09:13:10Z,2020-12-15T09:40:13.108Z,2020-12-15T09:00:00Z,2020-12-15T11:30:00Z,Mediaroom,2020-12-15T09:13:10Z,1623108,VIVO BRASIL,IpTv,2020-12-15,,,05d20b83b6527d802907d7f7fbabed870240b8be7917761c718b75c68c32e61d,,,1,301,1,201,1001,2020-12-16
,,d4b45f2c6884234867241958c231faf2f37f3e70011609be4d41c4f179499c2a,d9388942a563bf7ff23743f76d00604d70f1982ffb1deddf0eb11160734a18b7,HDGLO,HDGLO,,,258822496,Bom Dia São Paulo,Bom Dia São Paulo,News,News,2020-12-15T09:43:54Z,2020-12-15T09:44:32.106Z,2020-12-15T09:00:00Z,2020-12-15T11:30:00Z,Mediaroom,2020-12-15T09:43:54Z,38106,VIVO BRASIL,IpTv,2020-12-15,,,fad23106896a1b3547a79076be423b6a742fbfc31bbf454fd534e53cdd6b99a3,,,1,301,1,201,1001,2020-12-16
,,94ed45b90bd1d234fa25c8b81f6164c0a6629f4db29e66c5d93ecb4da144d3db,10df6d63215a8c9a673223596c15180a728263e7bbb61d487a08ce6eb757d9eb,HDGLO,HDGLO,,,258822496,Bom Dia São Paulo,Bom Dia São Paulo,News,News,2020-12-15T09:00:00Z,2020-12-15T11:30:00Z,2020-12-15T09:00:00Z,2020-12-15T11:30:00Z,Mediaroom,2020-12-15T03:47:01Z,29176572,VIVO BRASIL,IpTv,2020-12-15,,,5c31a18829881538c2734cd2493dd6a4151d4e3231c0c5163c95672cd96bdb83,,,1,301,1,201,1001,2020-12-16
,,113942bc65d69a4a21e2cf8befac27625c78cd487cecc6babd866a5004c6a9b3,59783c616ddc29c55359e9a1f75028549537368a701d2d806f8b789a2404135c,HDGLO,HDGLO,,,258822496,Bom Dia São Paulo,Bom Dia São Paulo,News,News,2020-12-15T10:44:53Z,2020-12-15T11:30:00Z,2020-12-15T09:00:00Z,2020-12-15T11:30:00Z,Mediaroom,2020-12-15T10:44:53Z,14368131,VIVO BRASIL,IpTv,2020-12-15,,,0d00313b0b3d8353e4131d2c98de1514a5877cfd586baca017b3824e4fe81e5e,,,1,301,1,201,1001,2020-12-16
,,3629b1a2f053c91c6845b37526d81d3cea00fe634fbdabfad890777b0c2de596,da0333c93c12788083075b294684c067c1d269639bce8cc6158269dce483caf9,HDGLO,HDGLO,,,258822496,Bom Dia São Paulo,Bom Dia São Paulo,News,News,2020-12-15T09:12:00Z,2020-12-15T10:30:12.515Z,2020-12-15T09:00:00Z,2020-12-15T11:30:00Z,Mediaroom,2020-12-15T09:12:00Z,4692515,VIVO BRASIL,IpTv,2020-12-15,,,636a316ef092d74e818f23c6176153b007e0bda979fef3be68d6eb2d6ea8eddd,,,1,301,1,201,1001,2020-12-16
,,fa13fab221289e02fdf38eadc87f85f7223a7bf94ad8f7e371bbba19b2a9b42d,9f46dcdcc3032152096f9e688d2190dd97b7afff3b93e7aedf0e3c543d8fdd07,HDGLO,HDGLO,,,258822496,Bom Dia São Paulo,Bom Dia São Paulo,News,News,2020-12-15T09:00:00Z,2020-12-15T09:18:47.165Z,2020-12-15T09:00:00Z,2020-12-15T11:30:00Z,Mediaroom,2020-12-15T05:18:25Z,14422165,VIVO BRASIL,IpTv,2020-12-15,,,f89c1dd911da7967bba987c3fec0ee52600ea3e255adbaf6cd28bba6d1b079cb,,,1,301,1,201,1001,2020-12-16
,,f949e3dc7d618f3e98e98ab5cf778bc49fd63b149c2d669ee8e07f204d4f455f,914f1bfcf7e71524adb6257eb5bb7164b79c7ce15fddffb796732a7cc48b14f5,HDGLO,HDGLO,,,258822496,Bom Dia São Paulo,Bom Dia São Paulo,News,News,2020-12-15T09:00:00Z,2020-12-15T09:45:08.450Z,2020-12-15T09:00:00Z,2020-12-15T11:30:00Z,Mediaroom,2020-12-15T07:54:18Z,6650450,VIVO BRASIL,IpTv,2020-12-15,,,62c85df809fd53c3c3e3aa0240ba7a1bba2b3bbb5eb71842dfeb988a93bfe4e6,,,1,301,1,201,1001,2020-12-16
,,9b67be403cc748b8407ad854810f3c86b91ce901dc0b2a142ab7ce28bb24f15b,caa59efc4bb91ad22d9aad9bfc9fa5c010394de152c19114ce0eedde13b4ea55,HDGLO,HDGLO,,,258822496,Bom Dia São Paulo,Bom Dia São Paulo,News,News,2020-12-15T10:50:44Z,2020-12-15T11:30:00Z,2020-12-15T09:00:00Z,2020-12-15T11:30:00Z,Mediaroom,2020-12-15T10:50:44Z,14367742,VIVO BRASIL,IpTv,2020-12-15,,,e22c9f8e5dcf599e2ddbc13c23878fe6eb41e754330f7226e20c76157b2f9de6,,,1,301,1,201,1001,2020-12-16
,,d5f3c9cbc0542963332b8d446118b178470ccf8360c2d688baf919e2af2910dc,f2cbaad4231a5ae5ed58b27d92efc1239b059b18f0c5e40b4c9426927babc350,HDGLO,HDGLO,,,258822496,Bom Dia São Paulo,Bom Dia São Paulo,News,News,2020-12-15T10:26:27Z,2020-12-15T10:47:44.411Z,2020-12-15T09:00:00Z,2020-12-15T11:30:00Z,Mediaroom,2020-12-15T10:26:27Z,1277411,VIVO BRASIL,IpTv,2020-12-15,,,0d00cd0a0f4b447cabbf045d97e8c4b2d70e7e13271ccc46dc8e2df43e5ffc3a,,,1,301,1,201,1001,2020-12-16
